X1	X10	X100	X101	X102	X103	X104	X105	X106	X107	X108	X109	X11	X110	X111	X112	X113	X114	X115	X116	X117	X118	X119	X12	X120	X121	X122	X123	X124	X125	X126	X127	X128	X129	X13	X130	X131	X132	X133	X134	X135	X136	X137	X138	X139	X14	X140	X15	X16	X17	X18	X19	X2	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X3	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X4	X40	X41	X42	X43	X44	X45	X46	X47	X48	X49	X5	X50	X51	X52	X53	X54	X55	X56	X57	X58	X59	X6	X60	X61	X62	X63	X64	X65	X66	X67	X68	X69	X7	X70	X71	X72	X73	X74	X75	X76	X77	X78	X79	X8	X80	X81	X82	X83	X84	X85	X86	X87	X88	X89	X9	X90	X91	X92	X93	X94	X95	X96	X97	X98	X99	Genus
0.134502609350621	0.0536665772223713	0.637008116716326	0.315410479959532	0	0	0	0	0	0	0.0814806192527063	0	0.0499417346429166	0	0.0123839009287926	0	0	0	0	0	0	0	0	0.0175223409847556	0	0	0	0	0	0	0	0	0	0	0.102594166788803	0	0.163528477316264	0	0.0150043137402003	0.0672043010752688	0	0.00319713536671143	0.583333333333333	0	NA	0.0589005235602094	NA	0.0264984895860936	0.0650943868609484	0.0659630606860158	0.0545157186988915	0.00378014666969078	0.00986322987901105	0.0452048125738925	0.138450888393201	0.352710646636186	0.420477241669295	0.0239329876346231	0.0519966722129784	0.029086678301338	0.0578183219838109	0.0320836006966725	0	0.122359083122604	0.0470381636300919	0.018700327255727	0	0.0256443133735094	0.0249973217155305	0	0	0	0	0	0.319569422252123	0	0	0.0246285198259585	0.0281960187221564	0	0.0102716860972729	0	0	0	0	0.177349885989359	0	0	0	0	0	0	0	0	0	0	0.114701578135506	0	0	0	0	0.00428027222531353	0.00913450559488468	0.0347377301374622	0	0.024904119141306	0.0501230292536225	0.157068062827225	0.265785038247115	0.436732306492494	0.412714502932445	1.60983592056963	1.06040996952365	1.37580869707641	1.25843378060799	0.611569695551917	0.231738035264484	0.0506756756756757	0.0777168516039895	0.631597942795272	0.080988767210113	0.121231714216439	0	0.0672319127479177	0	0.0816224022100835	0	0	0	0.0773627884987321	0.395562817095193	1.95258019525802	0.894357743097239	0.289017341040462	0.0500796722057819	0.157728706624606	0.372020926177097	0	0	0	g:Apoikiospumella
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0254550082728777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	g:Archerella
0.790875342981654	6.26748955418408	0.570225007705743	0	1.86358866736621	0.230922077224639	0.60636551395435	0.177034669289403	0.127788426813346	0.244094162426048	0.0892406782291545	0.0292975902732	4.47810887298152	0.161061272557237	0.0412796697626419	0	0.660968094622801	0.35412225813106	1.25397579790151	1.5916955017301	2.07927225471085	2.52567212787877	3.22508896797153	2.24636411424566	3.58974358974359	8.22201685849506	4.11353711790393	6.74303566779484	12.7456598163262	0.572234642819121	2.03402058994922	1.57579344529111	0.992398648648649	0.46477040342071	1.49982900972202	0.430738498033585	0.285006774751203	0	0.663940883003864	0.552568697729988	0.681457191166675	0.540315876974231	0	0	NA	0.818062827225131	NA	1.39382055222852	5.52300836212508	4.52946350043975	4.04506632745775	5.12209873743101	0.591793792740663	3.75895403018291	4.86501038381663	3.53037230568256	1.38231893198781	14.188272836059	12.8015806988353	3.86437297432062	3.39200822305024	1.90668255568796	0.876172876873815	2.14128395464557	7.83969393834865	3.29125759700795	1.02868689342681	0.812069923494465	1.18915830446738	2.02148489178176	1.69972595589195	4.25438979645322	2.46131970071436	1.19992017163099	4.14178790682028	1.04919482374547	1.8312886182502	1.68294885477383	0.817684542942537	1.80007262540852	7.17220481742078	9.28771250268991	3.37182673098475	5.55709699155734	9.70684315472402	6.51971961827548	11.1615390794441	11.0470572462797	16.7072932917317	13.8821832774242	22.8978318265461	20.2128112364333	4.42154384600428	11.1118798865287	8.71745199703721	4.52118672703926	3.025748526678	6.83320264366529	2.23214285714286	1.64327726756785	0.791994434633702	1.52805718443693	0.753596711577986	0.843630589052652	0.538904473645357	0.0996164765652239	0.141255809714754	3.5130890052356	0.576948009853494	0	0.991962928100789	0.207863429304321	2.23354068383918	0.896732454344444	1.55788037298158	1.46709888714367	0.0973971452560873	3.37355212355212	1.77885238115798	3.17152395560769	0.165498785168492	0.408146771195345	0.370332270342557	0.418331901542599	0.709597303530247	1.33107302065675	0.0447541717281504	0.276920998716708	6.10767443745104	1.81372759702583	1.3242755181013	0.406787540678754	0.690276110444178	7.03383776060272	3.48281356703847	2.54118471784087	0.527029645417555	0.826660895909976	0.443616661022689	4.73393227366966	g:Askenasia
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0291149068322981	0	0	0	0	0	0	0	0	0	0.119927395306625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	g:Aspidisca
0.419648141173939	0.84333192778012	0.308229733894996	0	0	0.316846571075667	0.360112270296033	0	0	0	0.0931207077173787	0	0.349592142500416	0.207820996848048	0.0330237358101135	0.285593399619209	0	0	0	0	0	0	0	0.655335552829858	0	0	0	0	0	0	0	0	0.356606606606607	0	0.688846548439103	0	0.364434892304817	0.336950985385731	0.438876176900859	0.0348466746316209	0	0.105505467101477	0	0	NA	0.24869109947644	NA	0.169590333350999	0.0500726052776526	0.0703605980650836	0.298019262220607	0.0264610266878355	0.456996317727512	0.612003616385006	0.246134912699023	0.0783801436969301	0.0525596552086618	0.0159553250897487	0	0.108036233690684	0.0385455479892072	0.0320836006966725	0.129036369139598	0.138673627538951	1.9473799742858	0.949041608228144	0.0428619538927839	0.0320553917168868	0.0785630111059529	0.619145896173996	0.130497194310322	0.463003407006202	0.318244913159766	0.461507758319613	0.130350685392314	0.163245872090057	0.505955046118026	0.972826533125359	0.648508430609598	0.311251750791098	0.0641980381079554	0.025823111684958	0.404424304438922	0.261603710016251	0.199397564804209	0.0464487796638797	0.0281147080086754	0.83567949233588	0.199882995319813	0.335454744960341	0.0280022401792143	0.131942966588636	0.0505541512735757	0.345948937936761	0.376046948891801	0.0878556464148138	0.549776529683977	0	0.0727872670807453	0.381797544113095	0.192647294910901	0.158370072336601	0.159853847910482	0.0446627958910228	0.0885870367636203	0.199232953130448	0.173152282876151	0.612565445026178	0.499157266951899	0	0	0	0	0	0.250170570843757	0.424422684891221	0	3.39527027027027	0.0906696602046544	0.121808174681945	4.52128596077327	0.420269942616989	0.91040016459212	0	0.0212879191059074	0.652979217680668	0	0	3.07409708528053	0.10744831735935	0.0988907042737983	0	0.138055222088836	0	0	0	0.383646580120132	0	0.125296308838469	2.81271596406358	g:Aulacoseira
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0154782788153957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	g:Bicosoeca
0.0484209393662237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0127885414668457	0	0	NA	0	NA	0	0.0250363026388263	0	0.0290750499727421	0	0.0953445554971068	0	0	0.0457217504898759	0.00525596552086618	0	0	0.024931438544004	0	0	0.00477912478294808	0.0815727220817359	0	0	0.0153078406759942	0.0512886267470189	0.0892761489840374	0	0	0.026207740019219	0.0643260994684633	0	0.0462534690101758	0	0	0	0.0281960187221564	0.0466877626186647	0	0.0430385194749301	0	0	0	0.0506713959969597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00856054445062706	0	0.0148875986303409	0	0	0.0136699170691698	0	0.116686114352392	0	0	0	0	0	0	0.106941148948969	0	0	0.0302232200682181	0	0	0	0.020574015019031	0	0	0.0502291705908206	0	0	0	0.012893798083122	0	0	0	0	0	0	0	0	0.149001015916018	0.0414651002073255	g:Carteria
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0.0821935823250921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	g:Cercomonas
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.269801051051051	0	0	0	0	0	0.0562661765257512	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.195985672771508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	g:Chilodonella
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0415002334388131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0154782788153957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	g:Chilomonas
0.9522784742024	0.467665887223521	0	0.110096110929271	0.482686253934942	0	0.193295556850077	0	0	0.111704108228869	0	0.1831099392075	0.0443926530159259	0.38620068580929	0	0	0.323029519928437	0	0	0	0	0	0.0889679715302491	0.0420536183634133	0	0	0	0	0.271019497917022	0	0	0	0.131381381381381	0	0.03908349211002	0	0	0.109704971986052	0	0.0497809637594584	0	0.15665963296886	0	0	NA	0.0523560209424084	NA	0.201388520854311	0.100145210555305	0.0571679859278804	0.0763220061784481	0	1.5189374013677	0.0521593991237221	0.307668640873779	0.662965382103201	1.02491327656891	0.223374551256482	0.0675956738768719	0.473697332336076	0.713092637800334	0.10541754514621	0.270817071033725	1.13793947304022	0.0250870206027157	0.715287517531557	0.456173652144628	0.540667606958157	0.171410206049352	0.751442027835106	1.00482839618948	0.538714655950613	1.42194535667129	0.613680586738512	0.39105205617694	0.477834271430272	0.510432524402257	1.1041786388638	1.0996447301641	1.70669710017119	0.241384623285912	0.537981493436626	0.112069385567412	0	0	0.460265180305717	0	0.147472851588685	0.15600624024961	0.191240555538138	0.0280022401792143	0.0340497978293254	0.221660509430294	0	0	0	1.45156824743899	0.0336059146409768	0.0436723602484472	0.147043648746259	0.0695670787178252	0.316740144673201	0.109614067138616	0.436702893156667	0.354348147054481	0.244060367584799	0.350861204775358	0.827225130890052	0.719564371839751	0	0	0	0	0.290721480632217	0.435903267379274	0.310797714132941	0.231738035264484	1.05694980694981	1.56728984068045	0	0.45072009577802	0	0.144018105133217	0	0	0.119294280153199	0	0	0	1.77504620277646	0	0	0.240096038415366	0	0.0865012519918051	0	0	0	0	0.535590877677954	g:Chlamydomonas
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0.0262798276043309	0	0.0259983361064892	0	0	0	0	0	0	0	0.0122462725407954	0	0	0	0	0	0	0	0	0.0306086010168857	0	0	0	0	0.0641980381079554	0	0.029235491887151	0	0	0	0.060245802875733	0	0	0	0.0720057604608369	0	0	0.0691897875873521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.409134555170542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	g:Chlorococcum
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0935016362786349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0634963071884504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	g:Chloromonas
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0128985656794964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	g:Chlorosarcinopsis
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0.0139091730996592	0	0	0	0	0	0	0	0	0	0	0.103483959986202	0.0607760635811127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0169700055152518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0253421186011151	0.053071513864933	0.187867907986474	0.114650724756367	0.265332423622167	0.0434448417605187	0.130982367758186	0	0	0	0	0	0	0.0522914876928249	0.0993436224942345	0	0.313279202097053	0.10806673120652	0	0	0	0	0	0.0974215756316165	0.254951058502163	0	0	0	0	0	g:Choricystis
0	0.0689998850001917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.340369937426941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0.0615655233069481	0	0	0.0230142030510258	0	0	0	0	0	0	0	0	0	0.0414190814522167	0	0	0	0	0	0	0	0	0	0.209906219318143	0.0673551863493489	0	0.3809070348768	0.474612698128414	0.307856497824481	0.468053910787797	0.326814338330653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0435074951548471	0	0.077639751552795	0	0	0	0	0	0.0812047836999852	0.0448274144543507	0	0	0	0	0	0	0	0.147408074686758	0	0	0	0.135135135135135	0	0	0	0	0	0	0.0886996629412808	0	0	0	0	0.0429793269437401	0	0	0	0	0	0	0	0	0	0.0621976503109883	g:Chromulinospumella
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.180494905385735	0	0	0	0.205344507034437	0	0	0	0	0	0.140167266271083	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	g:Chrysamoeba
0	0	0	0	0	0	0.010591537361648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0169279209127535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	g:Chrysochromulina
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0233754090696587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	g:Chrysosaccus
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0326242985775806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0380035469977198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	g:Chrysosphaerella
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0179754506702275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	g:Cladophora
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0.016620959029336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0363127042589615	0	0	0	0	0	0	0	0.0178754971622648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	g:Cocconeis
