>AB015580.1.1448_U,k:Bacteria,d:CCD,p:Patescibacteria-Patescibacteria_X,c:ABY1,o:Candidatus_Komeilibacteria,f:Candidatus_Komeilibacteria_X,g:Candidatus_Komeilibacteria_XX,s:Candidatus_Komeilibacteria_XX_sp.
>AB015577.1.1452_U,k:Bacteria,d:CCD,p:Patescibacteria-Patescibacteria_X,c:ABY1,o:Candidatus_Kerfeldbacteria,f:Candidatus_Kerfeldbacteria_X,g:Candidatus_Kerfeldbacteria_XX,s:Candidatus_Kerfeldbacteria_XX_sp.
>AY532576.1.1470_U,k:Bacteria,d:CCD,p:Patescibacteria-Patescibacteria_X,c:ABY1,o:Candidatus_Buchananbacteria,f:Candidatus_Buchananbacteria_X,g:Candidatus_Buchananbacteria_XX,s:Candidatus_Buchananbacteria_XX_sp.
>KC172873.1.1702_U,k:Eukaryota,d:TSAR,p:Rhizaria-Radiolaria,c:Acantharea,o:Acantharea_C,f:Acantharea_C3,g:Litholophus,s:Litholophus_spB
>GQ344772.1.850_U,k:Eukaryota,d:TSAR,p:Rhizaria-Radiolaria,c:Acantharea,o:Acantharea_3,f:Acantharea_3b,g:Acantharea_3b_X,s:Acantharea_3b_X_sp.
>KC172863.1.824_U,k:Eukaryota,d:TSAR,p:Rhizaria-Radiolaria,c:Acantharea,o:Acantharea_E,f:Acantharea_E2,g:Lychnaspis_E2,s:Lychnaspis_E2_giltschii
>JX014222.1.1744_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Acanthocephala,o:Acanthocephala_X,f:Acanthocephala_XX,g:Echinorhynchus,s:Echinorhynchus_gadi
>EF107647.1.812_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Acanthocephala,o:Acanthocephala_X,f:Acanthocephala_XX,g:Echinorhynchus,s:Echinorhynchus_gadi
>AY423347.1.1662_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Acanthocephala,o:Acanthocephala_X,f:Acanthocephala_XX,g:Pomphorhynchus,s:Pomphorhynchus_tereticollis
>AB015267.1.1488_U,k:Bacteria,d:Terrabacteria,p:Actinobacteria-Actinobacteria_X,c:Acidimicrobiia,o:Actinomarinales,f:Actinomarinales_X,g:Actinomarinales_XX,s:Actinomarinales_XX_sp.
>AF186411.1.1471_U,k:Bacteria,d:Terrabacteria,p:Actinobacteria-Actinobacteria_X,c:Acidimicrobiia,o:Microtrichales,f:Microtrichaceae,g:Sva0996_marine_group,s:Sva0996_marine_group_sp.
>AY907791.1.1483_U,k:Bacteria,d:Terrabacteria,p:Actinobacteria-Actinobacteria_X,c:Acidimicrobiia,o:Actinomarinales,f:Actinomarinaceae,g:Candidatus_Actinomarina,s:Candidatus_Actinomarina_sp.
>AB561884.1.1461_U,k:Bacteria,d:PANNAM,p:Acidobacteria-Acidobacteria_X,c:Acidobacteriia,o:Acidobacteriales,f:Acidobacteriaceae_(Subgroup_1),g:Acidipila,s:Acidipila_sp.
>AY234608.1.1441_U,k:Bacteria,d:PANNAM,p:Acidobacteria-Acidobacteria_X,c:Acidobacteriia,o:Acidobacteriales,f:Acidobacteriales_X,g:Acidobacteriales_XX,s:Acidobacteriales_XX_sp.
>AY234590.1.1438_U,k:Bacteria,d:PANNAM,p:Acidobacteria-Acidobacteria_X,c:Acidobacteriia,o:Acidobacteriales,f:Acidobacteriaceae_(Subgroup_1),g:Occallatibacter,s:Occallatibacter_sp.
>AKVP01000087.1.1760_U,k:Bacteria,d:Terrabacteria,p:Actinobacteria-Actinobacteria_X,c:Actinobacteria_XX,o:Micrococcales,f:Microbacteriaceae,g:Microbacterium,s:Microbacterium_barkeri
>BDCY01000019.15.1613_U,k:Bacteria,d:Terrabacteria,p:Actinobacteria-Actinobacteria_X,c:Actinobacteria_XX,o:Micrococcales,f:Microbacteriaceae,g:Microbacterium,s:Microbacterium_sp.
>BDDW01000041.1457.3252_U,k:Bacteria,d:Terrabacteria,p:Actinobacteria-Actinobacteria_X,c:Actinobacteria_XX,o:Micrococcales,f:Micrococcaceae,g:Paenarthrobacter,s:Paenarthrobacter_nicotinovorans
>AYWN01000045.1.1622_U,k:Bacteria,d:PANNAM,p:Proteobacteria-Proteobacteria_X,c:Alphaproteobacteria,o:Rhizobiales,f:Rhizobiaceae,g:Mesorhizobium,s:Mesorhizobium_sp.
>AYWJ01000023.1.1038_U,k:Bacteria,d:PANNAM,p:Proteobacteria-Proteobacteria_X,c:Alphaproteobacteria,o:Rhizobiales,f:Rhizobiaceae,g:Mesorhizobium,s:Mesorhizobium_sp.
>AYWI01000041.1.1151_U,k:Bacteria,d:PANNAM,p:Proteobacteria-Proteobacteria_X,c:Alphaproteobacteria,o:Rhizobiales,f:Rhizobiaceae,g:Mesorhizobium,s:Mesorhizobium_sp.
>AB771798.1.1671_U,k:Eukaryota,d:TSAR,p:Alveolata-Alveolata_X,c:Alveolata_XX,o:Alveolata_XXX,f:Alveolata_XXXX,g:Alveolata_XXXXX,s:Alveolata_XXXXX_sp.
>AB771904.1.1576_U,k:Eukaryota,d:TSAR,p:Alveolata-Alveolata_X,c:Alveolata_XX,o:Alveolata_XXX,f:Alveolata_XXXX,g:Alveolata_XXXXX,s:Alveolata_XXXXX_sp.
>GU824274.1.1380_U,k:Eukaryota,d:TSAR,p:Alveolata-Alveolata_X,c:Alveolata_XX,o:Alveolata_XXX,f:Alveolata_XXXX,g:Alveolata_XXXXX,s:Alveolata_XXXXX_sp.
>AB013270.1.1498_U,k:Bacteria,d:PANNAM,p:Acidobacteria-Acidobacteria_X,c:Aminicenantia,o:Aminicenantales,f:Aminicenantales_X,g:Aminicenantales_XX,s:Aminicenantales_XX_sp.
>AF419691.1.1521_U,k:Bacteria,d:PANNAM,p:Acidobacteria-Acidobacteria_X,c:Aminicenantia,o:Aminicenantales,f:Aminicenantales_X,g:Aminicenantales_XX,s:Aminicenantales_XX_sp.
>AF419671.1.1551_U,k:Bacteria,d:PANNAM,p:Acidobacteria-Acidobacteria_X,c:Aminicenantia,o:Aminicenantales,f:Aminicenantales_X,g:Aminicenantales_XX,s:Aminicenantales_XX_sp.
>EU446346.1.1543_U,k:Eukaryota,d:Amoebozoa,p:Amoebozoa_X-Amoebozoa_XX,c:Amoebozoa_XXX,o:UI13E03-lineage,f:UI13E03-lineage_X,g:UI13E03-lineage_XX,s:UI13E03-lineage_XX_sp.
>AY548939.1.1462_U,k:Bacteria,d:CCD,p:Chloroflexi-Chloroflexi_X,c:Anaerolineae,o:120,f:120_X,g:120_XX,s:120_XX_sp.
